county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Trinity,8/7/2020,0,0,0,25,0,0,0
Imperial,8/7/2020,48,0,48,261,16,0,6
Inyo,8/7/2020,2,0,2,29,0,0,4
Colusa,8/7/2020,5,2,7,48,0,0,0
Nevada,8/7/2020,2,0,2,113,0,0,8
San Bernardino,8/7/2020,493,60,553,3786,157,8,136
Shasta,8/7/2020,6,0,6,427,1,0,8
Lassen,8/7/2020,0,0,0,25,0,0,0
Riverside,8/7/2020,382,105,487,3419,118,14,99
San Francisco,8/7/2020,79,11,90,1832,30,0,54
Modoc,8/7/2020,0,0,0,41,0,0,0
Placer,8/8/2020,66,27,93,737,13,1,28
Butte,8/8/2020,23,0,23,451,7,0,12
San Mateo,8/8/2020,45,16,61,683,12,3,30
Santa Barbara,8/8/2020,84,8,92,666,31,0,41
Yolo,8/8/2020,8,0,8,96,5,0,2
Kern,8/8/2020,219,14,233,1292,74,0,35
Sutter,8/8/2020,0,0,0,0,0,0,0
Tehama,8/8/2020,2,0,2,59,2,0,4
Kings,8/8/2020,63,0,63,193,7,0,12
Inyo,8/8/2020,1,0,1,29,0,0,4
El Dorado,8/8/2020,4,1,5,189,3,1,5
San Benito,8/8/2020,3,0,3,25,1,0,3
Tulare,8/8/2020,94,1,95,714,11,0,16
Siskiyou,8/8/2020,0,1,1,56,0,1,4
Lassen,8/8/2020,0,0,0,25,0,0,0
Alameda,8/8/2020,163,45,208,2376,58,6,92
Stanislaus,8/8/2020,200,45,245,1248,48,2,19
San Diego,8/8/2020,267,56,323,6149,90,11,324
Merced,8/8/2020,57,0,57,253,13,0,4
Mono,8/8/2020,1,0,1,17,1,0,1
Mendocino,8/8/2020,13,0,13,150,1,0,7
San Joaquin,8/8/2020,167,11,178,1016,64,1,21
San Luis Obispo,8/8/2020,12,4,16,451,4,0,19
Santa Clara,8/8/2020,176,27,203,3040,57,6,109
Mariposa,8/8/2020,1,0,1,19,0,0,0
Trinity,8/8/2020,0,0,0,25,0,0,0
Calaveras,8/8/2020,2,1,3,33,2,1,5
San Bernardino,8/8/2020,485,69,554,3755,153,8,137
Santa Cruz,8/8/2020,13,7,20,276,3,0,12
Humboldt,8/8/2020,1,5,6,260,0,2,5
Marin,8/8/2020,19,0,19,319,6,0,8
Orange,8/8/2020,487,63,550,5660,163,11,333
Colusa,8/8/2020,6,2,8,48,0,0,0
Sonoma,8/8/2020,36,13,49,547,10,2,7
Los Angeles,8/8/2020,1514,513,2027,19208,476,66,820
Riverside,8/8/2020,373,77,450,3316,114,13,108
Shasta,8/8/2020,4,0,4,427,1,0,6
San Francisco,8/8/2020,77,11,88,1800,29,2,63
Plumas,8/8/2020,0,0,0,35,0,0,0
Fresno,8/8/2020,287,40,327,1563,54,0,13
Solano,8/8/2020,37,20,57,553,16,1,4
Contra Costa,8/8/2020,98,21,119,1434,38,4,44
Ventura,8/8/2020,78,27,105,1318,21,9,43
Imperial,8/8/2020,48,0,48,261,14,0,8
Modoc,8/8/2020,0,0,0,41,0,0,0
Glenn,8/8/2020,0,2,2,47,0,0,0
Madera,8/8/2020,46,19,65,274,9,0,4
Amador,8/8/2020,8,0,8,51,2,0,1
Tuolumne,8/8/2020,1,3,4,84,0,2,0
Yuba,8/8/2020,26,0,26,265,7,0,9
Napa,8/8/2020,6,0,6,359,2,0,19
Nevada,8/8/2020,3,0,3,103,0,0,4
Lake,8/8/2020,0,1,1,66,0,1,3
Del Norte,8/8/2020,1,1,2,52,1,0,0
Sacramento,8/8/2020,263,62,325,2435,87,6,96
Monterey,8/8/2020,48,0,48,710,21,0,20
Solano,8/9/2020,42,15,57,546,19,2,4
Lassen,8/9/2020,0,0,0,25,0,0,0
Mono,8/9/2020,1,0,1,17,0,0,2
Orange,8/9/2020,468,53,521,5631,152,10,255
Del Norte,8/9/2020,1,0,1,51,1,0,0
San Francisco,8/9/2020,82,16,98,1740,31,2,70
El Dorado,8/9/2020,3,0,3,189,2,0,8
Humboldt,8/9/2020,1,6,7,256,0,3,5
Los Angeles,8/9/2020,1524,468,1992,19199,490,59,819
Glenn,8/9/2020,0,2,2,47,0,0,0
Madera,8/9/2020,46,8,54,274,8,3,7
Lake,8/9/2020,0,2,2,65,0,1,2
Mendocino,8/9/2020,14,0,14,150,1,0,6
Santa Cruz,8/9/2020,13,10,23,276,4,2,12
Mariposa,8/9/2020,1,0,1,19,0,0,0
Tehama,8/9/2020,2,0,2,59,2,0,2
Kings,8/9/2020,59,0,59,193,5,0,12
Sacramento,8/9/2020,261,65,326,2443,82,11,104
Inyo,8/9/2020,1,1,2,29,0,0,4
Riverside,8/9/2020,359,95,454,3300,112,10,123
Modoc,8/9/2020,0,0,0,41,0,0,0
Tuolumne,8/9/2020,0,0,0,84,0,0,0
Santa Barbara,8/9/2020,77,5,82,666,31,0,41
Siskiyou,8/9/2020,0,1,1,56,0,1,5
San Mateo,8/9/2020,39,17,56,682,12,2,29
Sonoma,8/9/2020,36,8,44,552,10,2,8
Calaveras,8/9/2020,2,2,4,33,2,1,5
Yuba,8/9/2020,27,1,28,265,7,0,9
Nevada,8/9/2020,3,0,3,89,0,0,4
Colusa,8/9/2020,6,1,7,48,0,0,0
Merced,8/9/2020,52,0,52,253,13,0,7
Marin,8/9/2020,16,1,17,321,5,0,10
Tulare,8/9/2020,86,3,89,714,11,0,19
Trinity,8/9/2020,0,0,0,25,0,0,0
San Luis Obispo,8/9/2020,17,4,21,451,6,0,20
Placer,8/9/2020,65,25,90,727,13,3,27
Plumas,8/9/2020,0,0,0,35,0,0,0
Stanislaus,8/9/2020,191,35,226,1244,49,2,21
San Bernardino,8/9/2020,486,67,553,3742,152,6,155
Alameda,8/9/2020,169,45,214,2340,55,2,92
Fresno,8/9/2020,286,29,315,1547,53,0,13
Contra Costa,8/9/2020,104,37,141,1429,39,4,46
Monterey,8/9/2020,45,4,49,710,18,0,16
San Joaquin,8/9/2020,176,12,188,1017,65,2,15
Butte,8/9/2020,20,1,21,451,7,1,11
Sutter,8/9/2020,0,0,0,0,0,0,0
Kern,8/9/2020,212,17,229,1282,72,0,37
Imperial,8/9/2020,44,4,48,261,14,1,7
Ventura,8/9/2020,77,25,102,1318,21,6,47
San Benito,8/9/2020,4,0,4,25,1,0,3
Amador,8/9/2020,8,1,9,51,3,0,2
Yolo,8/9/2020,9,0,9,96,4,0,4
Shasta,8/9/2020,4,0,4,427,1,0,5
San Diego,8/9/2020,265,59,324,6135,92,12,346
Santa Clara,8/9/2020,184,27,211,3042,57,4,116
Napa,8/9/2020,8,2,10,359,5,0,19
Alameda,8/10/2020,166,38,204,2330,56,2,90
Contra Costa,8/10/2020,99,30,129,1427,36,4,50
Fresno,8/10/2020,273,37,310,1555,58,1,10
Merced,8/10/2020,50,1,51,253,15,0,3
San Diego,8/10/2020,262,62,324,6132,95,18,345
Tulare,8/10/2020,98,7,105,714,11,1,17
Imperial,8/10/2020,39,0,39,261,13,1,7
Siskiyou,8/10/2020,0,1,1,56,0,0,6
Tehama,8/10/2020,2,0,2,59,2,0,1
Shasta,8/10/2020,3,0,3,427,1,0,9
Mendocino,8/10/2020,15,0,15,150,2,0,8
Sacramento,8/10/2020,265,48,313,2466,81,8,93
Calaveras,8/10/2020,3,1,4,33,2,1,5
Santa Barbara,8/10/2020,79,8,87,666,31,1,46
Amador,8/10/2020,7,1,8,51,2,0,2
Glenn,8/10/2020,0,2,2,47,0,0,0
Yolo,8/10/2020,8,0,8,96,5,0,4
Santa Clara,8/10/2020,187,18,205,3034,56,2,118
Santa Cruz,8/10/2020,14,7,21,276,5,1,12
San Benito,8/10/2020,6,0,6,25,1,0,3
Sonoma,8/10/2020,35,8,43,493,10,3,3
Solano,8/10/2020,38,15,53,528,18,2,5
Kern,8/10/2020,202,24,226,1280,71,2,35
Plumas,8/10/2020,0,0,0,35,0,0,0
Madera,8/10/2020,38,15,53,274,9,3,5
Mono,8/10/2020,1,0,1,17,1,0,1
Nevada,8/10/2020,4,1,5,89,1,0,5
Orange,8/10/2020,441,71,512,5632,141,13,272
San Luis Obispo,8/10/2020,19,3,22,451,4,0,21
El Dorado,8/10/2020,4,0,4,189,4,0,6
Mariposa,8/10/2020,0,0,0,19,0,0,0
Stanislaus,8/10/2020,205,65,270,1249,55,5,19
Colusa,8/10/2020,5,2,7,48,0,0,0
Sutter,8/10/2020,0,0,0,0,0,0,0
Lassen,8/10/2020,0,0,0,25,0,0,0
Trinity,8/10/2020,0,0,0,25,0,0,0
Riverside,8/10/2020,358,92,450,3318,112,8,110
Inyo,8/10/2020,2,2,4,29,0,0,3
Napa,8/10/2020,8,2,10,359,5,0,18
Humboldt,8/10/2020,2,6,8,263,0,2,4
Monterey,8/10/2020,44,5,49,710,18,0,18
Los Angeles,8/10/2020,1538,446,1984,19164,493,58,850
Tuolumne,8/10/2020,1,0,1,84,0,0,0
San Joaquin,8/10/2020,171,7,178,1013,62,1,19
San Bernardino,8/10/2020,468,81,549,3769,152,8,149
Yuba,8/10/2020,24,1,25,265,7,0,8
Marin,8/10/2020,18,2,20,319,3,1,10
Modoc,8/10/2020,0,0,0,41,0,0,0
Butte,8/10/2020,19,0,19,451,8,0,4
Kings,8/10/2020,58,0,58,193,4,0,13
San Francisco,8/10/2020,84,12,96,1747,28,4,76
Lake,8/10/2020,0,2,2,65,0,0,6
Del Norte,8/10/2020,1,1,2,51,1,0,2
Ventura,8/10/2020,79,33,112,1302,23,4,45
Placer,8/10/2020,65,34,99,736,13,4,29
San Mateo,8/10/2020,41,19,60,671,10,2,30
Santa Barbara,8/11/2020,75,14,89,666,26,5,40
Santa Clara,8/11/2020,170,25,195,3051,49,3,115
Sonoma,8/11/2020,43,10,53,503,12,0,4
Orange,8/11/2020,440,66,506,5709,141,11,230
Alameda,8/11/2020,170,53,223,2362,59,7,90
Modoc,8/11/2020,0,0,0,41,0,0,0
Siskiyou,8/11/2020,0,0,0,56,0,0,5
Tuolumne,8/11/2020,1,0,1,84,0,0,1
Tehama,8/11/2020,2,2,4,59,0,2,2
Los Angeles,8/11/2020,1481,470,1951,19342,481,66,871
Mariposa,8/11/2020,0,0,0,19,0,0,0
Sutter,8/11/2020,0,0,0,0,0,0,0
Ventura,8/11/2020,79,34,113,1309,25,4,46
Santa Cruz,8/11/2020,13,8,21,277,5,0,11
Del Norte,8/11/2020,2,1,3,52,1,0,1
Butte,8/11/2020,18,0,18,451,10,0,5
Trinity,8/11/2020,0,0,0,25,0,0,0
San Mateo,8/11/2020,47,14,61,685,11,1,27
Nevada,8/11/2020,2,2,4,90,0,1,7
Amador,8/11/2020,7,2,9,51,2,0,1
Placer,8/11/2020,67,24,91,741,14,3,31
San Diego,8/11/2020,263,73,336,6146,99,20,325
Fresno,8/11/2020,273,31,304,1551,56,1,8
Imperial,8/11/2020,36,1,37,261,12,0,14
Marin,8/11/2020,14,0,14,321,4,0,11
El Dorado,8/11/2020,2,0,2,189,2,0,6
Glenn,8/11/2020,0,2,2,47,0,0,0
Kings,8/11/2020,59,0,59,193,5,0,12
San Joaquin,8/11/2020,165,16,181,1012,54,2,26
Madera,8/11/2020,44,11,55,274,8,1,7
Napa,8/11/2020,8,0,8,359,4,0,19
Sacramento,8/11/2020,260,31,291,2495,83,4,94
Solano,8/11/2020,41,11,52,552,16,2,5
Plumas,8/11/2020,0,1,1,35,0,0,0
San Francisco,8/11/2020,88,14,102,1745,31,6,63
Colusa,8/11/2020,5,2,7,48,0,0,0
San Benito,8/11/2020,5,0,5,25,1,0,1
San Bernardino,8/11/2020,472,56,528,3903,162,11,139
Stanislaus,8/11/2020,197,65,262,1249,51,4,15
Lake,8/11/2020,0,2,2,65,0,0,6
Shasta,8/11/2020,2,2,4,427,2,0,8
Mono,8/11/2020,1,0,1,17,1,0,1
Humboldt,8/11/2020,2,3,5,268,0,0,3
Riverside,8/11/2020,335,101,436,3358,106,14,114
Lassen,8/11/2020,0,0,0,25,0,0,0
Contra Costa,8/11/2020,95,27,122,1449,34,3,47
Tulare,8/11/2020,86,8,94,714,11,1,11
Inyo,8/11/2020,1,2,3,29,0,0,3
Merced,8/11/2020,44,1,45,254,14,0,5
Yuba,8/11/2020,26,0,26,265,6,0,7
Monterey,8/11/2020,54,5,59,710,16,1,19
Yolo,8/11/2020,9,0,9,96,3,0,5
Mendocino,8/11/2020,14,0,14,150,3,0,6
Kern,8/11/2020,204,11,215,1282,73,1,29
Calaveras,8/11/2020,3,0,3,33,2,0,5
San Luis Obispo,8/11/2020,17,4,21,451,4,0,21
Lassen,8/12/2020,0,0,0,25,0,0,0
Alameda,8/12/2020,172,46,218,2371,57,3,77
Santa Cruz,8/12/2020,12,12,24,276,3,1,11
Sonoma,8/12/2020,38,10,48,519,11,2,8
Imperial,8/12/2020,41,0,41,259,15,0,10
Santa Clara,8/12/2020,167,25,192,3079,50,1,109
Marin,8/12/2020,11,4,15,321,4,0,8
San Mateo,8/12/2020,49,14,63,684,11,1,25
Butte,8/12/2020,18,0,18,451,11,0,2
San Bernardino,8/12/2020,468,81,549,3962,159,12,137
Trinity,8/12/2020,0,0,0,25,0,0,0
Shasta,8/12/2020,4,0,4,438,2,0,3
Glenn,8/12/2020,0,2,2,47,0,0,0
Tulare,8/12/2020,84,6,90,714,8,1,11
Santa Barbara,8/12/2020,73,6,79,666,26,1,42
Mariposa,8/12/2020,0,0,0,19,0,0,0
Fresno,8/12/2020,260,39,299,1568,57,2,9
Yolo,8/12/2020,8,0,8,96,6,0,4
Stanislaus,8/12/2020,186,48,234,1250,50,4,19
El Dorado,8/12/2020,2,0,2,189,2,0,8
Tuolumne,8/12/2020,2,0,2,84,0,0,4
San Joaquin,8/12/2020,155,17,172,1015,50,2,27
Orange,8/12/2020,438,42,480,5738,143,6,211
San Diego,8/12/2020,244,76,320,6163,98,18,298
Lake,8/12/2020,0,1,1,65,0,0,2
Contra Costa,8/12/2020,100,28,128,1452,36,7,41
San Francisco,8/12/2020,92,21,113,1804,31,4,53
Sutter,8/12/2020,0,0,0,0,0,0,0
Kings,8/12/2020,51,0,51,193,6,0,9
Amador,8/12/2020,5,0,5,51,2,0,2
Sacramento,8/12/2020,253,38,291,2481,85,6,81
Nevada,8/12/2020,6,1,7,116,3,0,7
Plumas,8/12/2020,0,0,0,35,0,0,0
Monterey,8/12/2020,46,4,50,710,16,1,19
Placer,8/12/2020,62,34,96,739,14,3,28
Tehama,8/12/2020,2,0,2,59,2,0,1
Yuba,8/12/2020,26,1,27,265,6,0,8
Merced,8/12/2020,43,1,44,253,12,1,5
San Benito,8/12/2020,6,0,6,25,2,0,0
Mono,8/12/2020,1,0,1,17,1,0,1
Napa,8/12/2020,6,0,6,351,3,0,24
Solano,8/12/2020,37,9,46,555,15,1,4
Ventura,8/12/2020,76,29,105,1319,26,6,40
San Luis Obispo,8/12/2020,17,6,23,451,5,0,18
Kern,8/12/2020,187,15,202,1286,75,2,31
Colusa,8/12/2020,5,2,7,48,0,0,0
Calaveras,8/12/2020,2,0,2,33,1,0,6
Los Angeles,8/12/2020,1415,472,1887,19364,460,56,842
Humboldt,8/12/2020,3,2,5,266,1,1,4
Modoc,8/12/2020,0,0,0,41,0,0,0
Siskiyou,8/12/2020,0,1,1,56,0,0,3
Inyo,8/12/2020,1,2,3,29,1,0,3
Riverside,8/12/2020,307,84,391,3370,94,12,117
Mendocino,8/12/2020,16,0,16,150,4,0,4
Del Norte,8/12/2020,2,0,2,51,2,0,0
Madera,8/12/2020,37,9,46,274,6,0,7
San Benito,8/13/2020,8,0,8,25,2,0,1
Yolo,8/13/2020,5,0,5,96,4,0,5
Del Norte,8/13/2020,1,0,1,51,1,0,1
Modoc,8/13/2020,0,0,0,41,0,0,0
Orange,8/13/2020,436,50,486,5713,152,11,225
Yuba,8/13/2020,25,0,25,265,5,0,7
Calaveras,8/13/2020,12,1,13,312,3,0,26
Merced,8/13/2020,44,1,45,253,13,0,4
Santa Cruz,8/13/2020,11,12,23,276,2,1,12
Lake,8/13/2020,0,0,0,65,0,0,3
Stanislaus,8/13/2020,197,65,262,1318,57,8,9
Marin,8/13/2020,9,1,10,326,4,1,9
Santa Clara,8/13/2020,171,20,191,3135,57,2,98
Sutter,8/13/2020,0,0,0,0,0,0,0
Monterey,8/13/2020,54,3,57,729,18,0,21
Glenn,8/13/2020,0,2,2,47,0,0,0
Mono,8/13/2020,1,0,1,17,1,0,0
Ventura,8/13/2020,75,30,105,1321,28,7,48
Shasta,8/13/2020,6,0,6,438,1,0,2
Mendocino,8/13/2020,15,0,15,150,4,0,8
Solano,8/13/2020,41,8,49,551,16,0,5
Tuolumne,8/13/2020,2,0,2,84,0,0,1
Plumas,8/13/2020,0,0,0,35,0,0,0
Los Angeles,8/13/2020,1393,520,1913,19575,456,72,977
Santa Barbara,8/13/2020,68,4,72,666,22,1,43
Imperial,8/13/2020,35,0,35,259,13,0,14
Sacramento,8/13/2020,240,29,269,2556,87,5,97
Siskiyou,8/13/2020,0,1,1,56,0,0,3
Kings,8/13/2020,49,2,51,193,6,0,10
Kern,8/13/2020,172,16,188,1308,78,2,37
Sonoma,8/13/2020,42,4,46,504,11,0,7
Riverside,8/13/2020,314,89,403,4371,91,12,117
Placer,8/13/2020,53,23,76,736,13,2,28
Amador,8/13/2020,7,0,7,51,2,0,3
Lassen,8/13/2020,0,0,0,25,0,0,0
Trinity,8/13/2020,0,0,0,25,0,0,0
Contra Costa,8/13/2020,97,15,112,1445,39,2,40
San Joaquin,8/13/2020,145,14,159,1013,52,3,30
Madera,8/13/2020,31,9,40,274,5,0,10
Humboldt,8/13/2020,2,4,6,268,1,1,6
El Dorado,8/13/2020,2,0,2,189,2,0,7
Mariposa,8/13/2020,0,0,0,19,0,0,0
San Francisco,8/13/2020,97,13,110,1777,33,1,59
Colusa,8/13/2020,5,0,5,48,0,0,0
Nevada,8/13/2020,3,2,5,116,0,0,4
Tehama,8/13/2020,0,0,0,59,0,0,5
San Mateo,8/13/2020,49,17,66,699,14,2,27
Inyo,8/13/2020,4,1,5,29,2,0,2
San Bernardino,8/13/2020,481,70,551,3947,155,7,152
Alameda,8/13/2020,165,40,205,2359,61,4,89
San Diego,8/13/2020,244,65,309,6389,93,19,309
Tulare,8/13/2020,86,4,90,682,8,1,13
Fresno,8/13/2020,250,37,287,1583,54,2,9
San Luis Obispo,8/13/2020,15,3,18,451,5,0,20
Napa,8/13/2020,6,0,6,359,3,0,20
Butte,8/13/2020,21,0,21,451,10,0,2
Monterey,8/14/2020,48,2,50,729,17,0,16
Humboldt,8/14/2020,2,4,6,268,1,1,6
Kings,8/14/2020,40,2,42,193,5,0,12
Lassen,8/14/2020,0,1,1,25,0,0,0
San Mateo,8/14/2020,58,10,68,697,15,2,28
Marin,8/14/2020,13,6,19,329,4,1,13
Mendocino,8/14/2020,13,0,13,150,4,0,7
Del Norte,8/14/2020,0,4,4,52,0,1,1
Mariposa,8/14/2020,0,0,0,19,0,0,0
Amador,8/14/2020,7,1,8,51,1,0,4
Calaveras,8/14/2020,3,1,4,33,2,0,5
Stanislaus,8/14/2020,192,51,243,1308,55,8,13
Tulare,8/14/2020,77,5,82,682,10,0,13
Contra Costa,8/14/2020,93,23,116,1442,37,2,51
San Francisco,8/14/2020,94,13,107,1820,34,1,62
San Joaquin,8/14/2020,149,17,166,1012,54,4,25
Plumas,8/14/2020,0,0,0,35,0,0,0
Glenn,8/14/2020,0,2,2,47,0,0,0
Yolo,8/14/2020,4,0,4,96,2,0,4
Siskiyou,8/14/2020,0,1,1,56,0,0,4
Placer,8/14/2020,53,22,75,740,12,2,28
Riverside,8/14/2020,315,95,410,3365,86,15,108
Solano,8/14/2020,49,6,55,564,18,1,5
Nevada,8/14/2020,2,0,2,115,0,0,4
Kern,8/14/2020,172,14,186,1305,75,1,24
Shasta,8/14/2020,7,0,7,447,2,0,4
Fresno,8/14/2020,249,23,272,1595,55,2,11
Mono,8/14/2020,1,0,1,17,1,0,0
Colusa,8/14/2020,5,1,6,48,0,0,0
Tehama,8/14/2020,1,0,1,59,1,0,2
Orange,8/14/2020,434,60,494,5616,138,12,221
Ventura,8/14/2020,78,22,100,1321,29,5,52
